Ticker,Company Name,Sector,Industry,P/E Ratio,P/B Ratio,Debt-to-Equity Ratio,ROE,ROA
LLOYDSME.NS,Lloyds Metals and Energy Limited,Basic Materials,Steel,42.32617,10.506673,0.639,0.36832002,0.24423
LMW.NS,LMW Limited,Industrials,Specialty Industrial Machinery,91.892334,6.6829495,,0.07571,0.020280002
LODHA.NS,Macrotech Developers Limited,Real Estate,Real Estate - Development,68.53879,7.8796606,43.778,0.13235,0.04513
LOKESHMACH.NS,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery,42.65605,3.1601548,60.231,,
LORDSCHLO.NS,Lords Chloro Alkali Limited,Basic Materials,Chemicals,,2.5394545,26.211,,
LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,Healthcare,Medical Care Facilities,98.27941,2.3394127,1.869,,
LOVABLE.NS,Lovable Lingerie Limited,Consumer Cyclical,Apparel Manufacturing,,1.0573977,5.704,,
LOYALTEX.NS,Loyal Textile Mills Limited,Consumer Cyclical,Textile Manufacturing,,0.52949977,193.759,,
LPDC.NS,Landmark Property Development Company Limited,Real Estate,Real Estate Services,,3.186982,,,
LT.NS,Larsen & Toubro Limited,Industrials,Engineering & Construction,37.14417,5.610566,119.062,0.16102,0.045679998
LTF.NS,L&T Finance Limited,Financial Services,Credit Services,13.272816,1.4044732,348.876,0.1104,0.02419
LTFOODS.NS,LT Foods Limited,Consumer Defensive,Packaged Foods,23.232237,3.824791,32.482,0.1785,0.10014
LTIM.NS,LTIMindtree Limited,Technology,Information Technology Services,36.576565,8.05111,11.029,0.23783001,0.13408
LTTS.NS,L&T Technology Services Limited,Technology,Information Technology Services,38.387264,8.935828,11.42,0.25115,0.12325
LUMAXIND.NS,Lumax Industries Limited,Consumer Cyclical,Auto Parts,17.727684,3.278504,107.6,,
LUMAXTECH.NS,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts,26.5079,4.9282613,71.418,0.19404,0.071490005
LUPIN.NS,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic,37.62278,6.297168,21.899,0.18271999,0.09519
LUXIND.NS,Lux Industries Limited,Consumer Cyclical,Apparel Manufacturing,35.958023,3.6994772,13.589,,
LXCHEM.NS,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals,50.63147,3.663835,10.792,0.080790006,0.04637
LYKALABS.NS,Lyka Labs Limited,Healthcare,Biotechnology,164.65933,7.2748456,86.105,,
LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,Consumer Cyclical,Luxury Goods,,0.71049935,19.352,,
M&M.NS,Mahindra & Mahindra Limited,Consumer Cyclical,Auto Manufacturers,28.76508,4.6022596,145.663,0.17017001,0.06309
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,Credit Services,15.031179,1.6331998,498.691,0.11253,0.01766
MAANALU.NS,Maan Aluminium Limited,Basic Materials,Aluminum,30.941996,4.422631,19.99,,
MACPOWER.NS,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery,51.8728,11.212537,2.289,,
MADHAV.NS,Madhav Marbles and Granites Limited,Industrials,Building Products & Equipment,,0.44503632,12.591,,
MADHUCON.NS,Madhucon Projects Limited,Industrials,Engineering & Construction,,,,,-0.00085
MADRASFERT.NS,Madras Fertilizers Limited,Basic Materials,Agricultural Inputs,19.523518,,,,
MAGADSUGAR.NS,Magadh Sugar & Energy Limited,Consumer Defensive,Confectioners,8.9274435,1.2278073,85.443,,
MAGNUM.NS,Magnum Ventures Limited,Basic Materials,Paper & Paper Products,16.024488,0.34407207,27.987,0.01284,0.0035100002
MAHABANK.NS,Bank of Maharashtra,Financial Services,Banks - Regional,7.822254,1.6764222,,0.23605,0.01658
MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,Financial Services,Credit Services,0.6249442,0.48310176,0.061,1.2256501,0.92799
MAHASTEEL.NS,Mahamaya Steel Industries Limited,Basic Materials,Steel,68.66193,2.4157362,28.914,,
MAHEPC.NS,Mahindra EPC Irrigation Limited,Industrials,Farm & Heavy Construction Machinery,,1.9979779,14.632,-0.01385,-0.00745
MAHESHWARI.NS,Maheshwari Logistics Limited,Industrials,Integrated Freight & Logistics,13.139485,1.0059472,137.134,,
MAHLIFE.NS,Mahindra Lifespace Developers Limited,Real Estate,Real Estate - Development,61.490067,3.948107,50.936,0.06713,-0.02668
MAHLOG.NS,Mahindra Logistics Limited,Industrials,Integrated Freight & Logistics,,5.89216,179.479,-0.09434,0.00804
MAHSCOOTER.NS,Maharashtra Scooters Ltd.,Consumer Cyclical,Auto Parts,68.080956,0.35448134,,0.00579,0.0033399998
MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials,Steel,10.802046,1.5953071,,0.15180999,0.08766
MAITHANALL.NS,Maithan Alloys Limited,Basic Materials,Steel,4.0050993,1.0552118,0.961,,
MALLCOM.NS,Mallcom (India) Limited,Industrials,Security & Protection Services,27.565262,4.327825,39.026,,
MALUPAPER.NS,Malu Paper Mills Limited,Basic Materials,Paper & Paper Products,,11.611042,1929.706,,
MANAKALUCO.NS,Manaksia Aluminium Company Limited,Basic Materials,Aluminum,36.7125,1.4826595,132.673,,
MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication,49.6602,4.986352,118.174,,
MANAKSIA.NS,Manaksia Limited,Industrials,Metal Fabrication,8.89979,1.004656,12.81,,
MANAKSTEEL.NS,Manaksia Steels Limited,Basic Materials,Steel,33.380432,1.3397316,61.828,,
MANALIPETC.NS,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals,62.558826,1.0225633,8.324,0.01647,0.012209999
MANAPPURAM.NS,Manappuram Finance Limited,Financial Services,Credit Services,6.925412,1.2468032,311.671,0.19583,0.046880003
MANBA.NS,,Financial Services,Credit Services,26.060223,2.3329456,251.892,0.11753,0.029849999
MANCREDIT.NS,Mangal Credit and Fincorp Limited,Financial Services,Credit Services,23.025198,2.1320248,128.498,0.099759996,0.072519995
MANGALAM.NS,Mangalam Drugs & Organics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,19.294613,1.3359054,78.79,,
MANGCHEFER.NS,Mangalore Chemicals & Fertilizers Limited,Basic Materials,Agricultural Inputs,16.968203,1.8461741,78.95,0.11417,0.0664
MANGLMCEM.NS,Mangalam Cement Limited,Basic Materials,Building Materials,46.386314,3.055102,74.848,,
MANINDS.NS,Man Industries (India) Limited,Basic Materials,Steel,20.505335,1.5051816,23.199,,
MANINFRA.NS,Man Infraconstruction Limited,Industrials,Engineering & Construction,32.442898,5.909333,8.627,,
MANKIND.NS,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,56.85248,11.371057,4.468,0.22018999,0.11545999
MANOMAY.NS,Manomay Tex India Limited,Consumer Cyclical,Textile Manufacturing,24.144163,3.327457,232.473,,
MANORAMA.NS,Manorama Industries Limited,Consumer Defensive,Packaged Foods,112.92634,17.655876,98.113,0.17073,0.081429996
MANORG.NS,Mangalam Organics Limited,Basic Materials,Specialty Chemicals,50.047672,1.2811282,61.829,,
MANUGRAPH.NS,Manugraph India Limited,Industrials,Specialty Industrial Machinery,,0.85241145,22.13,,
MANYAVAR.NS,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing,76.79796,20.340672,30.322,0.28219998,0.13816
MAPMYINDIA.NS,C. E. Info Systems Limited,Technology,Software - Infrastructure,67.07184,12.358387,4.774,0.20271,0.11234
MARALOVER.NS,Maral Overseas Limited,Consumer Cyclical,Textile Manufacturing,,3.131144,390.045,-0.05307,0.01506
MARATHON.NS,Marathon Nextgen Realty Limited,Real Estate,Real Estate - Development,17.949139,3.1013906,75.539,,
MARICO.NS,Marico Limited,Consumer Defensive,Household & Personal Products,51.963264,17.743553,10.048,0.33741,0.14896
MARINE.NS,Marine Electricals (India) Limited,Industrials,Marine Shipping,101.34616,15.100287,37.979,,
MARKSANS.NS,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General,38.398693,6.446127,11.7,,
MARSHALL.NS,Marshall Machines Limited,Industrials,Specialty Industrial Machinery,,0.66842735,50.52,,
MARUTI.NS,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers,24.272738,3.8175588,0.178,0.18101,0.086339995
MASFIN.NS,MAS Financial Services Limited,Financial Services,Credit Services,15.509609,1.7857141,332.329,0.13789,0.02853
MASKINVEST.NS,Mask Investments Limited,Financial Services,Capital Markets,3482.8572,0.48189723,0.536,,
MASTEK.NS,Mastek Limited,Technology,Information Technology Services,25.289543,4.039205,29.372,0.17834,0.07743
MASTERTR.NS,Master Trust Limited,,,16.560547,,,,
MATRIMONY.NS,Matrimony.com Limited,Communication Services,Internet Content & Information,28.878733,4.689864,18.589,0.17343001,0.052589998
MAWANASUG.NS,Mawana Sugars Limited,Consumer Defensive,Confectioners,15.868167,1.0442123,49.3,0.11163,0.08417
MAXESTATES.NS,,Real Estate,Real Estate - Development,,4.33725,52.783,-0.0078100003,0.00538
MAXHEALTH.NS,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities,105.267525,12.602156,20.095,0.12724,0.070489995
MAXIND.NS,Max India Limited,Healthcare,Medical Care Facilities,,2.7117674,13.374,-0.18306999,-0.06446
MAYURUNIQ.NS,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing,19.276993,3.0408401,1.751,,
MAZDA.NS,Mazda Limited,Industrials,Specialty Industrial Machinery,20.212881,2.8129652,,,
MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,Industrials,Aerospace & Defense,36.645626,12.935422,0.496,0.4048,0.047020003
MBAPL.NS,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs,69.85893,5.248222,61.26,0.07775,0.06469
MBECL.NS,McNally Bharat Engineering Company Limited,Industrials,Engineering & Construction,,,,,
MBLINFRA.NS,MBL Infrastructures Limited,Industrials,Engineering & Construction,2.9942584,0.8778476,145.677,,
MCL.NS,Madhav Copper Limited,Basic Materials,Copper,32.060913,3.9521933,52.059,0.13274999,0.0544
MCLEODRUSS.NS,McLeod Russel India Limited,Consumer Defensive,Packaged Foods,,1.887218,756.648,,
MCX.NS,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges,93.98761,13.298293,0.059,0.15558,0.056799997
MEDANTA.NS,Global Health Limited,Healthcare,Medical Care Facilities,60.546055,10.143789,27.597,,
MEDIASSIST.NS,,Healthcare,Healthcare Plans,48.511074,8.801029,5.47,,
MEDICAMEQ.NS,Medicamen Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic,89.94783,3.2063484,15.371,,
MEDICO.NS,Medico Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic,54.88172,8.087466,15.372,,
MEDPLUS.NS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers,102.38267,6.445259,64.004,,
MEGASTAR.NS,Megastar Foods Limited,Consumer Defensive,Packaged Foods,59.708015,2.8375127,194.823,0.0598,0.02606
MENONBE.NS,Menon Bearings Limited,Consumer Cyclical,Auto Parts,27.810745,4.5308514,32.551,0.1711,0.10475001
MEP.NS,MEP Infrastructure Developers Limited,Industrials,Infrastructure Operations,,,,,
METROBRAND.NS,Metro Brands Limited,Consumer Cyclical,Apparel Retail,83.42989,17.476868,55.797,0.22593,0.08484
METROPOLIS.NS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research,70.17355,8.748388,15.956,0.13289,0.08628
MFML.NS,Mahalaxmi Fabric Mills Limited,,,11.708245,,,,
MFSL.NS,Max Financial Services Limited,Financial Services,Insurance - Life,110.29058,7.3525577,13.714,0.079229996,0.00224
MGEL.NS,Mangalam Global Enterprise Limited,Consumer Defensive,Farm Products,14.333334,2.1354568,109.063,0.16635999,0.059720002
MGL.NS,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,10.60391,2.189592,2.777,0.22347,0.11773
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile Manufacturing,22.522804,5.354927,30.308,,
MHRIL.NS,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,Resorts & Casinos,63.277386,12.358523,495.696,0.21735,0.01143
MICEL.NS,MIC Electronics Limited,Technology,Electronic Components,32.89243,14.989106,9.556,,
MIDHANI.NS,Mishra Dhatu Nigam Limited,Basic Materials,Steel,72.283295,4.8554993,32.797,,
MINDACORP.NS,Minda Corporation Limited,Consumer Cyclical,Auto Parts,45.87374,5.970469,27.022,,
MINDTECK.NS,Mindteck (India) Limited,Technology,Information Technology Services,36.752335,4.472117,1.0,,
MIRCELECTR.NS,MIRC Electronics Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",,3.9875925,87.271,-0.30938998,-0.03698
MIRZAINT.NS,Mirza International Limited,Consumer Cyclical,Footwear & Accessories,42.10345,0.9087527,8.115,0.022060001,0.0209
MITCON.NS,MITCON Consultancy & Engineering Services Limited,Industrials,Engineering & Construction,25.583334,1.3553612,110.17,,
MITTAL.NS,Mittal Life Style Limited,Consumer Cyclical,Textile Manufacturing,,2.1971068,2.391,,
MKPL.NS,M. K. Proteins Limited,Consumer Defensive,Packaged Foods,,4.8555627,32.883,,
MMFL.NS,M M Forgings Limited,Industrials,Metal Fabrication,34.18085,2.7325768,136.968,0.16756001,0.06747
MMP.NS,MMP Industries Limited,Basic Materials,Aluminum,23.796364,2.8761044,32.258,,
MMTC.NS,MMTC Limited,Industrials,Conglomerates,52.869564,6.3681593,9.09,0.13024001,-0.02684
MOBIKWIK.NS,,,,292.01657,,,,
MODIRUBBER.NS,Modi Rubber Limited,Real Estate,Real Estate Services,14.400917,0.4807281,3.166,,
MODISONLTD.NS,Modison Limited,Industrials,Electrical Equipment & Parts,29.872305,2.8737118,15.59,,
MODTHREAD.NS,Modern Threads (India) Limited,,,14.814085,,,,
MOHITIND.NS,Mohit Industries Limited,Consumer Cyclical,Textile Manufacturing,,0.24475072,19.184,,
MOIL.NS,MOIL Limited,Basic Materials,Other Industrial Metals & Mining,18.89994,2.5195794,,0.1399,0.09596
MOKSH.NS,Moksh Ornaments Limited,Consumer Cyclical,Luxury Goods,15.808001,2.0791247,86.367,,
MOL.NS,Meghmani Organics Limited,Basic Materials,Agricultural Inputs,,1.3922182,53.245,-0.053319998,-0.01291
MOLDTECH.NS,Mold-Tek Technologies Limited,Industrials,Engineering & Construction,21.87755,4.535697,7.26,0.22367,0.14692001
MOLDTKPAC.NS,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers,34.7463,3.498651,25.79,0.10325,0.0698
MONARCH.NS,Monarch Networth Capital Limited,Financial Services,Capital Markets,18.178524,7.856499,32.656,,
MONTECARLO.NS,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,34.358624,2.2916622,48.059,,
MORARJEE.NS,Morarjee Textiles Limited,Consumer Cyclical,Textile Manufacturing,,,,,
MOREPENLAB.NS,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,31.110672,3.8002124,3.016,0.13876,0.08309
MOTHERSON.NS,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,27.991055,3.2698736,73.163,0.13936,0.04499
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,16.604618,6.3324666,159.645,0.37226,
MOTISONS.NS,,Consumer Cyclical,Luxury Goods,54.346935,7.576102,26.077,0.13997,
MOTOGENFIN.NS,The Motor & General Finance Limited,Real Estate,Real Estate Services,56.851852,1.5852526,1.689,,
MPHASIS.NS,Mphasis Limited,Technology,Information Technology Services,35.532814,6.49956,20.995,0.19236,0.09174
MPSLTD.NS,MPS Limited,Communication Services,Publishing,28.348244,7.6018977,1.295,0.26643,0.1509
MRF.NS,MRF Limited,Consumer Cyclical,Auto Parts,28.35283,3.1288884,17.762,0.11627,0.06117
MRO-TEK.NS,MRO-TEK Realty Limited,Technology,Communication Equipment,15.303082,2.4146874,168.96,,
MRPL.NS,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing,27.486488,2.0259254,109.967,0.074829996,0.045440003
MSPL.NS,MSP Steel & Power Limited,Basic Materials,Steel,126.19444,3.1764789,134.129,,
MSTCLTD.NS,MSTC Limited,Industrials,Conglomerates,25.284111,5.5319753,16.31,,
MSUMI.NS,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,39.326668,16.313606,17.432,0.45002997,0.17083
MTARTECH.NS,MTAR Technologies Limited,Industrials,Specialty Industrial Machinery,134.40334,7.4326224,26.259,0.05663,0.04125
MTEDUCARE.NS,MT Educare Limited,Consumer Defensive,Education & Training Services,,0.5892463,459.069,,
MTNL.NS,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,,,,,
MUFIN.NS,Mufin Green Finance Limited,Financial Services,Credit Services,91.06838,7.0759735,262.22,,
MUFTI.NS,,Consumer Cyclical,Apparel Retail,19.2221,3.0118973,65.315,0.16958,0.08772001
MUKANDLTD.NS,Mukand Limited,Basic Materials,Steel,19.498533,2.0484934,157.413,0.10835,0.04849
MUKKA.NS,Mukka Proteins Limited,Consumer Defensive,Packaged Foods,17.285715,2.9326668,89.46,,
MUKTAARTS.NS,Mukta Arts Limited,Communication Services,Entertainment,,,,,
MUNJALAU.NS,Munjal Auto Industries Limited,Consumer Cyclical,Auto Parts,21.807095,2.451457,67.25,,
MUNJALSHOW.NS,Munjal Showa Limited,Consumer Cyclical,Auto Parts,19.257895,0.88124615,,,
MURUDCERA.NS,Murudeshwar Ceramics Ltd.,Industrials,Building Products & Equipment,42.892563,0.859727,30.18,,
MUTHOOTCAP.NS,Muthoot Capital Services Limited,Financial Services,Credit Services,11.311503,0.85752946,330.491,0.07882,0.01904
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,Credit Services,17.756355,3.3059907,291.271,0.19148001,0.049489997
MUTHOOTMF.NS,,Financial Services,Credit Services,7.3016376,1.0394309,285.814,0.17311001,0.038599998
MVGJL.NS,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,Luxury Goods,11.879799,1.7253217,64.906,0.14138,0.06524
NACLIND.NS,NACL Industries Limited,Basic Materials,Agricultural Inputs,,2.4093122,103.106,-0.05915,0.00899
NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,Agricultural Inputs,0.27434137,,,,
NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.,Financial Services,Capital Markets,2.5541751,18.195673,3724.631,,
NAGREEKEXP.NS,Nagreeka Exports Limited,Consumer Cyclical,Textile Manufacturing,46.28395,0.79757476,112.848,,
NAHARCAP.NS,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets,17.240911,0.34511486,0.279,,
NAHARINDUS.NS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing,28.532932,0.65903515,54.811,,
NAHARPOLY.NS,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers,31.576834,0.7877474,12.891,0.02579,0.0056
NAHARSPING.NS,Nahar Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing,,0.6954117,77.71,,
NAM-INDIA.NS,Nippon Life India Asset Management Limited,Financial Services,Asset Management,36.151237,11.603989,,0.34569,0.24579
NARMADA.NS,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,10.590243,1.7402804,57.265,,
